scenario_id,family_id,category,fault_type,target_V_pu,grid,scr,Rg_ohm,Lg_H,P_load,Q_load,power_factor,t_fault,fault_dur,recover_to_0p9_s,T_sim,trans_resistance,random_seed,xr_ratio,duration_bin_s,scenario_profile
1616,808,HVRT,swell_3ph,1.2,very_strong,15.0,5.2705,0.050329,308617.8,133732.0,0.9176,0.022977,0.9716,2.0,2.4946,0.2105,20260609,3.0,1.0,expanded
1617,809,HVRT,swell_3ph,1.2,very_strong,15.0,2.74,0.05233,329660.1,110131.2,0.9485,0.013837,0.5355,2.0,2.0493,0.5823,20260609,6.0,0.5,expanded
1618,809,HVRT,swell_3ph,1.2,very_strong,15.0,2.74,0.05233,291456.7,116382.5,0.9287,0.022837,0.519,2.0,2.0418,0.3861,20260609,6.0,0.5,expanded
1619,810,HVRT,swell_3ph,1.2,very_strong,15.0,2.74,0.05233,289348.0,121983.6,0.9215,0.021487,0.9746,2.0,2.4961,0.239,20260609,6.0,1.0,expanded
1620,810,HVRT,swell_3ph,1.2,very_strong,15.0,2.74,0.05233,353091.3,192211.4,0.8783,0.028925,1.0188,2.0,2.5477,0.0556,20260609,6.0,1.0,expanded
1621,811,HVRT,swell_3ph,1.25,very_weak,2.0,69.3375,0.331062,295086.7,158886.6,0.8805,0.023798,0.4601,2.0,1.9839,0.5765,20260609,1.5,0.5,expanded
1622,811,HVRT,swell_3ph,1.25,very_weak,2.0,69.3375,0.331062,311461.1,102792.3,0.9496,0.022982,0.4848,2.0,2.0077,0.5464,20260609,1.5,0.5,expanded
1623,812,HVRT,swell_3ph,1.25,very_weak,2.0,69.3375,0.331062,346319.5,166605.2,0.9011,0.013303,1.0308,2.0,2.5441,0.6924,20260609,1.5,1.0,expanded
1624,812,HVRT,swell_3ph,1.25,very_weak,2.0,69.3375,0.331062,297072.6,147444.9,0.8957,0.026735,0.9755,2.0,2.5022,0.4879,20260609,1.5,1.0,expanded
1625,813,HVRT,swell_3ph,1.25,very_weak,2.0,39.5285,0.377469,333324.2,135004.4,0.9269,0.028037,0.4559,2.0,1.984,0.3024,20260609,3.0,0.5,expanded
1626,813,HVRT,swell_3ph,1.25,very_weak,2.0,39.5285,0.377469,318218.3,114780.2,0.9407,0.018427,0.5395,2.0,2.0579,0.2184,20260609,3.0,0.5,expanded
1627,814,HVRT,swell_3ph,1.25,very_weak,2.0,39.5285,0.377469,289744.8,165383.2,0.8685,0.024609,0.9589,2.0,2.4835,0.4562,20260609,3.0,1.0,expanded
1628,814,HVRT,swell_3ph,1.25,very_weak,2.0,39.5285,0.377469,332211.3,201262.9,0.8553,0.013735,0.9636,2.0,2.4774,0.6795,20260609,3.0,1.0,expanded
1629,815,HVRT,swell_3ph,1.25,very_weak,2.0,20.5499,0.392474,316657.5,173416.1,0.8771,0.019083,0.5345,2.0,2.0536,0.2936,20260609,6.0,0.5,expanded
1630,815,HVRT,swell_3ph,1.25,very_weak,2.0,20.5499,0.392474,317057.7,113092.6,0.9419,0.021786,0.5067,2.0,2.0285,0.7498,20260609,6.0,0.5,expanded
1631,816,HVRT,swell_3ph,1.25,very_weak,2.0,20.5499,0.392474,285117.1,154311.7,0.8795,0.016934,1.0361,2.0,2.5531,0.7775,20260609,6.0,1.0,expanded
1632,816,HVRT,swell_3ph,1.25,very_weak,2.0,20.5499,0.392474,326876.9,114365.6,0.9439,0.01278,1.0324,2.0,2.5451,0.5074,20260609,6.0,1.0,expanded
1633,817,HVRT,swell_3ph,1.25,weak,3.0,46.225,0.220708,289448.0,152535.4,0.8847,0.018679,0.509,2.0,2.0276,0.5887,20260609,1.5,0.5,expanded
1634,817,HVRT,swell_3ph,1.25,weak,3.0,46.225,0.220708,285398.5,124080.4,0.9171,0.017711,0.5321,2.0,2.0498,0.4295,20260609,1.5,0.5,expanded
1635,818,HVRT,swell_3ph,1.25,weak,3.0,46.225,0.220708,319972.1,150164.3,0.9053,0.018947,1.0107,2.0,2.5296,0.1098,20260609,1.5,1.0,expanded
1636,818,HVRT,swell_3ph,1.25,weak,3.0,46.225,0.220708,312830.3,118264.7,0.9354,0.026142,0.9875,2.0,2.5137,0.4472,20260609,1.5,1.0,expanded
1637,819,HVRT,swell_3ph,1.25,weak,3.0,26.3523,0.251646,286556.6,106224.1,0.9377,0.019528,0.509,2.0,2.0285,0.5992,20260609,3.0,0.5,expanded
1638,819,HVRT,swell_3ph,1.25,weak,3.0,26.3523,0.251646,343223.9,139909.4,0.926,0.014463,0.4586,2.0,1.973,0.2244,20260609,3.0,0.5,expanded
1639,820,HVRT,swell_3ph,1.25,weak,3.0,26.3523,0.251646,333867.4,183041.1,0.8769,0.019999,0.9722,2.0,2.4922,0.2129,20260609,3.0,1.0,expanded
1640,820,HVRT,swell_3ph,1.25,weak,3.0,26.3523,0.251646,334878.3,186756.0,0.8734,0.013812,0.9786,2.0,2.4924,0.0803,20260609,3.0,1.0,expanded
1641,821,HVRT,swell_3ph,1.25,weak,3.0,13.6999,0.261649,345804.7,190998.2,0.8754,0.026387,0.4848,2.0,2.0112,0.6563,20260609,6.0,0.5,expanded
1642,821,HVRT,swell_3ph,1.25,weak,3.0,13.6999,0.261649,328947.3,133132.9,0.927,0.024494,0.5105,2.0,2.035,0.536,20260609,6.0,0.5,expanded
1643,822,HVRT,swell_3ph,1.25,weak,3.0,13.6999,0.261649,329404.3,178707.7,0.879,0.01212,0.9553,2.0,2.4674,0.4219,20260609,6.0,1.0,expanded
1644,822,HVRT,swell_3ph,1.25,weak,3.0,13.6999,0.261649,306325.8,129062.9,0.9215,0.023596,1.0133,2.0,2.5369,0.1311,20260609,6.0,1.0,expanded
1645,823,HVRT,swell_3ph,1.25,medium,5.0,27.735,0.132425,314039.8,142296.9,0.9109,0.019815,0.5459,2.0,2.0657,0.193,20260609,1.5,0.5,expanded
1646,823,HVRT,swell_3ph,1.25,medium,5.0,27.735,0.132425,288807.3,152455.3,0.8843,0.016966,0.4529,2.0,1.9699,0.3505,20260609,1.5,0.5,expanded
1647,824,HVRT,swell_3ph,1.25,medium,5.0,27.735,0.132425,329762.1,197042.9,0.8584,0.026676,0.9994,2.0,2.5261,0.3286,20260609,1.5,1.0,expanded
1648,824,HVRT,swell_3ph,1.25,medium,5.0,27.735,0.132425,346340.8,202343.7,0.8634,0.02694,1.0225,2.0,2.5494,0.177,20260609,1.5,1.0,expanded
1649,825,HVRT,swell_3ph,1.25,medium,5.0,15.8114,0.150988,280714.5,96407.2,0.9458,0.025196,0.5021,2.0,2.0273,0.2115,20260609,3.0,0.5,expanded
1650,825,HVRT,swell_3ph,1.25,medium,5.0,15.8114,0.150988,281115.9,153748.0,0.8774,0.02428,0.5387,2.0,2.063,0.1266,20260609,3.0,0.5,expanded
1651,826,HVRT,swell_3ph,1.25,medium,5.0,15.8114,0.150988,289544.0,156612.0,0.8796,0.026933,0.9978,2.0,2.5247,0.4807,20260609,3.0,1.0,expanded
1652,826,HVRT,swell_3ph,1.25,medium,5.0,15.8114,0.150988,296930.6,157991.8,0.8828,0.017768,0.9594,2.0,2.4772,0.2717,20260609,3.0,1.0,expanded
1653,827,HVRT,swell_3ph,1.25,medium,5.0,8.2199,0.156989,339663.9,178819.0,0.8849,0.0218,0.4844,2.0,2.0062,0.5225,20260609,6.0,0.5,expanded
1654,827,HVRT,swell_3ph,1.25,medium,5.0,8.2199,0.156989,345991.0,158544.3,0.9091,0.016673,0.4777,2.0,1.9943,0.5088,20260609,6.0,0.5,expanded
1655,828,HVRT,swell_3ph,1.25,medium,5.0,8.2199,0.156989,282697.6,152100.4,0.8806,0.021875,1.0403,2.0,2.5622,0.3663,20260609,6.0,1.0,expanded
1656,828,HVRT,swell_3ph,1.25,medium,5.0,8.2199,0.156989,335166.9,140470.8,0.9223,0.018154,1.0096,2.0,2.5277,0.7825,20260609,6.0,1.0,expanded
1657,829,HVRT,swell_3ph,1.25,strong,10.0,13.8675,0.066212,315084.1,153776.8,0.8987,0.020576,0.5441,2.0,2.0647,0.0674,20260609,1.5,0.5,expanded
1658,829,HVRT,swell_3ph,1.25,strong,10.0,13.8675,0.066212,299608.2,159990.6,0.8821,0.014957,0.5319,2.0,2.0469,0.7854,20260609,1.5,0.5,expanded
1659,830,HVRT,swell_3ph,1.25,strong,10.0,13.8675,0.066212,310410.9,144687.0,0.9064,0.028948,0.9918,2.0,2.5207,0.5036,20260609,1.5,1.0,expanded
1660,830,HVRT,swell_3ph,1.25,strong,10.0,13.8675,0.066212,312067.2,185008.7,0.8602,0.016858,0.9822,2.0,2.4991,0.6682,20260609,1.5,1.0,expanded
1661,831,HVRT,swell_3ph,1.25,strong,10.0,7.9057,0.075494,297421.5,101618.9,0.9463,0.012617,0.4616,2.0,1.9742,0.1999,20260609,3.0,0.5,expanded
1662,831,HVRT,swell_3ph,1.25,strong,10.0,7.9057,0.075494,297221.2,153556.9,0.8884,0.014711,0.5093,2.0,2.024,0.5666,20260609,3.0,0.5,expanded
1663,832,HVRT,swell_3ph,1.25,strong,10.0,7.9057,0.075494,293339.5,175632.5,0.858,0.015051,0.9795,2.0,2.4945,0.206,20260609,3.0,1.0,expanded
1664,832,HVRT,swell_3ph,1.25,strong,10.0,7.9057,0.075494,354469.8,159215.3,0.9122,0.029115,0.9614,2.0,2.4905,0.1452,20260609,3.0,1.0,expanded
1665,833,HVRT,swell_3ph,1.25,strong,10.0,4.11,0.078495,329461.2,142798.8,0.9175,0.015456,0.452,2.0,1.9675,0.5134,20260609,6.0,0.5,expanded
1666,833,HVRT,swell_3ph,1.25,strong,10.0,4.11,0.078495,308570.9,168766.8,0.8774,0.015356,0.4959,2.0,2.0113,0.3434,20260609,6.0,0.5,expanded
1667,834,HVRT,swell_3ph,1.25,strong,10.0,4.11,0.078495,336286.9,189370.2,0.8713,0.014916,0.9552,2.0,2.4701,0.649,20260609,6.0,1.0,expanded
1668,834,HVRT,swell_3ph,1.25,strong,10.0,4.11,0.078495,343104.6,156410.0,0.9099,0.026339,0.9814,2.0,2.5077,0.3193,20260609,6.0,1.0,expanded
1669,835,HVRT,swell_3ph,1.25,very_strong,15.0,9.245,0.044142,280757.3,153983.1,0.8768,0.022913,0.4661,2.0,1.989,0.6236,20260609,1.5,0.5,expanded
1670,835,HVRT,swell_3ph,1.25,very_strong,15.0,9.245,0.044142,346798.4,207303.7,0.8583,0.016227,0.5094,2.0,2.0256,0.1572,20260609,1.5,0.5,expanded
1671,836,HVRT,swell_3ph,1.25,very_strong,15.0,9.245,0.044142,299681.6,118044.2,0.9304,0.019028,0.9691,2.0,2.4881,0.4905,20260609,1.5,1.0,expanded
1672,836,HVRT,swell_3ph,1.25,very_strong,15.0,9.245,0.044142,280942.7,114960.4,0.9255,0.022228,0.989,2.0,2.5112,0.6932,20260609,1.5,1.0,expanded
1673,837,HVRT,swell_3ph,1.25,very_strong,15.0,5.2705,0.050329,346051.2,139415.9,0.9276,0.021733,0.4979,2.0,2.0196,0.752,20260609,3.0,0.5,expanded
1674,837,HVRT,swell_3ph,1.25,very_strong,15.0,5.2705,0.050329,292929.5,135087.7,0.9081,0.014079,0.4958,2.0,2.0098,0.5574,20260609,3.0,0.5,expanded
1675,838,HVRT,swell_3ph,1.25,very_strong,15.0,5.2705,0.050329,351414.5,175989.4,0.8941,0.024899,1.0227,2.0,2.5476,0.7497,20260609,3.0,1.0,expanded
1676,838,HVRT,swell_3ph,1.25,very_strong,15.0,5.2705,0.050329,351741.4,198414.2,0.871,0.018226,1.0464,2.0,2.5646,0.6915,20260609,3.0,1.0,expanded
1677,839,HVRT,swell_3ph,1.25,very_strong,15.0,2.74,0.05233,331435.4,152601.6,0.9083,0.018248,0.5301,2.0,2.0484,0.7011,20260609,6.0,0.5,expanded
1678,839,HVRT,swell_3ph,1.25,very_strong,15.0,2.74,0.05233,294246.2,152767.7,0.8875,0.027732,0.4886,2.0,2.0163,0.2939,20260609,6.0,0.5,expanded
1679,840,HVRT,swell_3ph,1.25,very_strong,15.0,2.74,0.05233,291926.1,128977.3,0.9147,0.025828,1.0043,2.0,2.5302,0.4402,20260609,6.0,1.0,expanded
1680,840,HVRT,swell_3ph,1.25,very_strong,15.0,2.74,0.05233,357781.4,158279.4,0.9145,0.028357,0.9962,2.0,2.5245,0.5578,20260609,6.0,1.0,expanded
1681,841,HVRT,swell_3ph,1.3,very_weak,2.0,69.3375,0.331062,313559.7,114200.2,0.9396,0.013777,0.4956,2.0,2.0094,0.7604,20260609,1.5,0.5,expanded
1682,841,HVRT,swell_3ph,1.3,very_weak,2.0,69.3375,0.331062,318193.2,130890.5,0.9248,0.023874,0.5234,2.0,2.0473,0.6788,20260609,1.5,0.5,expanded
1683,842,HVRT,swell_3ph,1.3,very_weak,2.0,69.3375,0.331062,335915.2,136446.2,0.9265,0.018795,1.0331,2.0,2.5519,0.4836,20260609,1.5,1.0,expanded
1684,842,HVRT,swell_3ph,1.3,very_weak,2.0,69.3375,0.331062,351847.6,189188.0,0.8808,0.017296,0.9593,2.0,2.4766,0.5408,20260609,1.5,1.0,expanded
1685,843,HVRT,swell_3ph,1.3,very_weak,2.0,39.5285,0.377469,326346.2,194313.9,0.8592,0.029744,0.5362,2.0,2.066,0.1196,20260609,3.0,0.5,expanded
1686,843,HVRT,swell_3ph,1.3,very_weak,2.0,39.5285,0.377469,355569.9,203522.0,0.8679,0.013947,0.456,2.0,1.9699,0.4865,20260609,3.0,0.5,expanded
1687,844,HVRT,swell_3ph,1.3,very_weak,2.0,39.5285,0.377469,283832.1,113357.0,0.9287,0.024477,0.9606,2.0,2.485,0.5685,20260609,3.0,1.0,expanded
1688,844,HVRT,swell_3ph,1.3,very_weak,2.0,39.5285,0.377469,351068.7,209344.1,0.8589,0.022786,0.9729,2.0,2.4956,0.3647,20260609,3.0,1.0,expanded
1689,845,HVRT,swell_3ph,1.3,very_weak,2.0,20.5499,0.392474,322525.3,157546.1,0.8985,0.018904,0.4564,2.0,1.9753,0.1305,20260609,6.0,0.5,expanded
1690,845,HVRT,swell_3ph,1.3,very_weak,2.0,20.5499,0.392474,347492.7,205159.6,0.8611,0.023477,0.5406,2.0,2.064,0.0645,20260609,6.0,0.5,expanded
1691,846,HVRT,swell_3ph,1.3,very_weak,2.0,20.5499,0.392474,306940.8,178404.3,0.8646,0.019466,0.9892,2.0,2.5087,0.2368,20260609,6.0,1.0,expanded
1692,846,HVRT,swell_3ph,1.3,very_weak,2.0,20.5499,0.392474,290396.4,114206.4,0.9306,0.026612,0.9545,2.0,2.4811,0.6683,20260609,6.0,1.0,expanded
1693,847,HVRT,swell_3ph,1.3,weak,3.0,46.225,0.220708,322452.7,160832.4,0.8949,0.01569,0.4994,2.0,2.0151,0.4135,20260609,1.5,0.5,expanded
1694,847,HVRT,swell_3ph,1.3,weak,3.0,46.225,0.220708,298389.6,104042.5,0.9442,0.014378,0.528,2.0,2.0423,0.5598,20260609,1.5,0.5,expanded
1695,848,HVRT,swell_3ph,1.3,weak,3.0,46.225,0.220708,349989.1,210310.1,0.8572,0.029986,1.0077,2.0,2.5377,0.4374,20260609,1.5,1.0,expanded
1696,848,HVRT,swell_3ph,1.3,weak,3.0,46.225,0.220708,334799.8,121066.8,0.9404,0.019862,0.9581,2.0,2.4779,0.582,20260609,1.5,1.0,expanded
1697,849,HVRT,swell_3ph,1.3,weak,3.0,26.3523,0.251646,332868.3,147538.7,0.9142,0.014352,0.4563,2.0,1.9707,0.0507,20260609,3.0,0.5,expanded
1698,849,HVRT,swell_3ph,1.3,weak,3.0,26.3523,0.251646,293385.7,102386.1,0.9442,0.023855,0.5164,2.0,2.0402,0.4121,20260609,3.0,0.5,expanded
1699,850,HVRT,swell_3ph,1.3,weak,3.0,26.3523,0.251646,280808.6,167311.5,0.8591,0.022065,0.9717,2.0,2.4938,0.1745,20260609,3.0,1.0,expanded
1700,850,HVRT,swell_3ph,1.3,weak,3.0,26.3523,0.251646,312396.3,137668.3,0.9151,0.013097,1.047,2.0,2.5601,0.2906,20260609,3.0,1.0,expanded
1701,851,HVRT,swell_3ph,1.3,weak,3.0,13.6999,0.261649,333858.8,195520.4,0.8629,0.02973,0.5103,2.0,2.04,0.7943,20260609,6.0,0.5,expanded
1702,851,HVRT,swell_3ph,1.3,weak,3.0,13.6999,0.261649,314218.3,164602.3,0.8858,0.021899,0.4547,2.0,1.9766,0.6403,20260609,6.0,0.5,expanded
1703,852,HVRT,swell_3ph,1.3,weak,3.0,13.6999,0.261649,311664.9,148712.0,0.9025,0.027925,1.0056,2.0,2.5336,0.5686,20260609,6.0,1.0,expanded
1704,852,HVRT,swell_3ph,1.3,weak,3.0,13.6999,0.261649,316326.0,107902.4,0.9465,0.015688,1.0373,2.0,2.553,0.4332,20260609,6.0,1.0,expanded
1705,853,HVRT,swell_3ph,1.3,medium,5.0,27.735,0.132425,312796.3,163660.9,0.886,0.014602,0.4891,2.0,2.0037,0.7009,20260609,1.5,0.5,expanded
1706,853,HVRT,swell_3ph,1.3,medium,5.0,27.735,0.132425,307862.5,131471.4,0.9197,0.025056,0.5497,2.0,2.0747,0.4018,20260609,1.5,0.5,expanded
1707,854,HVRT,swell_3ph,1.3,medium,5.0,27.735,0.132425,297525.0,166280.9,0.8729,0.027568,0.9715,2.0,2.4991,0.7778,20260609,1.5,1.0,expanded
1708,854,HVRT,swell_3ph,1.3,medium,5.0,27.735,0.132425,309382.4,134041.3,0.9176,0.02514,1.0083,2.0,2.5334,0.08,20260609,1.5,1.0,expanded
1709,855,HVRT,swell_3ph,1.3,medium,5.0,15.8114,0.150988,354563.5,216345.0,0.8536,0.016752,0.4578,2.0,1.9746,0.755,20260609,3.0,0.5,expanded
1710,855,HVRT,swell_3ph,1.3,medium,5.0,15.8114,0.150988,286559.7,174762.3,0.8538,0.023213,0.5339,2.0,2.0571,0.0721,20260609,3.0,0.5,expanded
1711,856,HVRT,swell_3ph,1.3,medium,5.0,15.8114,0.150988,306417.2,175312.5,0.868,0.021805,1.0029,2.0,2.5247,0.4543,20260609,3.0,1.0,expanded
1712,856,HVRT,swell_3ph,1.3,medium,5.0,15.8114,0.150988,302795.4,112614.6,0.9373,0.021476,1.0092,2.0,2.5307,0.6957,20260609,3.0,1.0,expanded
1713,857,HVRT,swell_3ph,1.3,medium,5.0,8.2199,0.156989,303856.2,136741.7,0.9119,0.018936,0.4674,2.0,1.9864,0.6172,20260609,6.0,0.5,expanded
1714,857,HVRT,swell_3ph,1.3,medium,5.0,8.2199,0.156989,290927.8,177988.1,0.853,0.014341,0.5219,2.0,2.0362,0.1962,20260609,6.0,0.5,expanded
1715,858,HVRT,swell_3ph,1.3,medium,5.0,8.2199,0.156989,307780.1,180449.0,0.8627,0.02485,0.9527,2.0,2.4776,0.5791,20260609,6.0,1.0,expanded
1716,858,HVRT,swell_3ph,1.3,medium,5.0,8.2199,0.156989,297971.2,98781.4,0.9492,0.019579,0.9767,2.0,2.4963,0.5517,20260609,6.0,1.0,expanded
1717,859,HVRT,swell_3ph,1.3,strong,10.0,13.8675,0.066212,345482.5,184236.1,0.8824,0.016465,0.4649,2.0,1.9814,0.6064,20260609,1.5,0.5,expanded
1718,859,HVRT,swell_3ph,1.3,strong,10.0,13.8675,0.066212,324828.8,155916.9,0.9015,0.023879,0.5016,2.0,2.0255,0.4547,20260609,1.5,0.5,expanded
1719,860,HVRT,swell_3ph,1.3,strong,10.0,13.8675,0.066212,353693.4,202584.1,0.8677,0.012003,1.0341,2.0,2.5461,0.1261,20260609,1.5,1.0,expanded
1720,860,HVRT,swell_3ph,1.3,strong,10.0,13.8675,0.066212,294104.6,119021.0,0.927,0.014253,1.026,2.0,2.5402,0.4774,20260609,1.5,1.0,expanded
1721,861,HVRT,swell_3ph,1.3,strong,10.0,7.9057,0.075494,333978.9,176364.8,0.8843,0.020906,0.5225,2.0,2.0434,0.7285,20260609,3.0,0.5,expanded
1722,861,HVRT,swell_3ph,1.3,strong,10.0,7.9057,0.075494,288568.0,135802.1,0.9048,0.015831,0.4592,2.0,1.975,0.1497,20260609,3.0,0.5,expanded
1723,862,HVRT,swell_3ph,1.3,strong,10.0,7.9057,0.075494,346095.5,126391.9,0.9393,0.029991,0.993,2.0,2.523,0.4992,20260609,3.0,1.0,expanded
1724,862,HVRT,swell_3ph,1.3,strong,10.0,7.9057,0.075494,342966.6,132552.6,0.9328,0.014499,1.0371,2.0,2.5516,0.7023,20260609,3.0,1.0,expanded
1725,863,HVRT,swell_3ph,1.3,strong,10.0,4.11,0.078495,293819.9,123645.9,0.9217,0.024895,0.4766,2.0,2.0015,0.1652,20260609,6.0,0.5,expanded
1726,863,HVRT,swell_3ph,1.3,strong,10.0,4.11,0.078495,296707.9,155503.5,0.8857,0.021257,0.4868,2.0,2.0081,0.5025,20260609,6.0,0.5,expanded
1727,864,HVRT,swell_3ph,1.3,strong,10.0,4.11,0.078495,337269.0,114169.6,0.9472,0.012555,1.0327,2.0,2.5452,0.1266,20260609,6.0,1.0,expanded
1728,864,HVRT,swell_3ph,1.3,strong,10.0,4.11,0.078495,319577.6,137180.9,0.9189,0.024008,1.0255,2.0,2.5495,0.1459,20260609,6.0,1.0,expanded
1729,865,HVRT,swell_3ph,1.3,very_strong,15.0,9.245,0.044142,293828.0,137489.3,0.9057,0.019915,0.5318,2.0,2.0518,0.472,20260609,1.5,0.5,expanded
1730,865,HVRT,swell_3ph,1.3,very_strong,15.0,9.245,0.044142,306167.6,185874.7,0.8548,0.029012,0.5028,2.0,2.0318,0.7059,20260609,1.5,0.5,expanded
1731,866,HVRT,swell_3ph,1.3,very_strong,15.0,9.245,0.044142,353546.5,216346.3,0.853,0.027921,1.0234,2.0,2.5513,0.3537,20260609,1.5,1.0,expanded
1732,866,HVRT,swell_3ph,1.3,very_strong,15.0,9.245,0.044142,296557.1,131322.1,0.9144,0.013492,1.0,2.0,2.5135,0.4065,20260609,1.5,1.0,expanded
1733,867,HVRT,swell_3ph,1.3,very_strong,15.0,5.2705,0.050329,330982.9,175859.1,0.8831,0.023708,0.5223,2.0,2.046,0.1435,20260609,3.0,0.5,expanded
1734,867,HVRT,swell_3ph,1.3,very_strong,15.0,5.2705,0.050329,326202.5,119696.1,0.9388,0.015377,0.4685,2.0,1.9839,0.7228,20260609,3.0,0.5,expanded
1735,868,HVRT,swell_3ph,1.3,very_strong,15.0,5.2705,0.050329,324274.9,188713.4,0.8643,0.026258,0.9888,2.0,2.515,0.7839,20260609,3.0,1.0,expanded
1736,868,HVRT,swell_3ph,1.3,very_strong,15.0,5.2705,0.050329,302719.5,119278.7,0.9304,0.027632,1.0019,2.0,2.5296,0.7253,20260609,3.0,1.0,expanded
1737,869,HVRT,swell_3ph,1.3,very_strong,15.0,2.74,0.05233,321187.8,171145.1,0.8825,0.016606,0.4706,2.0,1.9872,0.7126,20260609,6.0,0.5,expanded
1738,869,HVRT,swell_3ph,1.3,very_strong,15.0,2.74,0.05233,324025.6,124796.1,0.9332,0.022373,0.5244,2.0,2.0468,0.5732,20260609,6.0,0.5,expanded
1739,870,HVRT,swell_3ph,1.3,very_strong,15.0,2.74,0.05233,291735.7,112426.1,0.9331,0.024574,0.9924,2.0,2.517,0.1008,20260609,6.0,1.0,expanded
1740,870,HVRT,swell_3ph,1.3,very_strong,15.0,2.74,0.05233,351291.6,197854.8,0.8713,0.022107,1.0189,2.0,2.541,0.4288,20260609,6.0,1.0,expanded
1741,871,HVRT,swell_1ph,1.1,very_weak,2.0,69.3375,0.331062,335093.0,194157.9,0.8653,0.012481,0.5215,2.0,2.0339,0.5683,20260609,1.5,0.5,expanded
1742,871,HVRT,swell_1ph,1.1,very_weak,2.0,69.3375,0.331062,303768.7,126643.8,0.923,0.014894,0.5442,2.0,2.0591,0.3295,20260609,1.5,0.5,expanded
1743,872,HVRT,swell_1ph,1.1,very_weak,2.0,69.3375,0.331062,292508.0,110587.1,0.9354,0.026477,1.0003,2.0,2.5267,0.7959,20260609,1.5,1.0,expanded
1744,872,HVRT,swell_1ph,1.1,very_weak,2.0,69.3375,0.331062,320153.0,144667.7,0.9113,0.020011,1.0278,2.0,2.5478,0.1511,20260609,1.5,1.0,expanded
1745,873,HVRT,swell_1ph,1.1,very_weak,2.0,39.5285,0.377469,288383.9,133786.5,0.9071,0.015125,0.4864,2.0,2.0015,0.5793,20260609,3.0,0.5,expanded
1746,873,HVRT,swell_1ph,1.1,very_weak,2.0,39.5285,0.377469,327145.8,201428.6,0.8515,0.026083,0.4795,2.0,2.0056,0.7318,20260609,3.0,0.5,expanded
1747,874,HVRT,swell_1ph,1.1,very_weak,2.0,39.5285,0.377469,354613.8,209372.4,0.8611,0.019385,1.0091,2.0,2.5284,0.694,20260609,3.0,1.0,expanded
1748,874,HVRT,swell_1ph,1.1,very_weak,2.0,39.5285,0.377469,336910.6,153400.0,0.9101,0.017379,0.9519,2.0,2.4693,0.7016,20260609,3.0,1.0,expanded
1749,875,HVRT,swell_1ph,1.1,very_weak,2.0,20.5499,0.392474,280159.4,145258.3,0.8878,0.029777,0.5407,2.0,2.0705,0.2947,20260609,6.0,0.5,expanded
1750,875,HVRT,swell_1ph,1.1,very_weak,2.0,20.5499,0.392474,341767.1,161399.0,0.9042,0.015766,0.55,2.0,2.0658,0.2572,20260609,6.0,0.5,expanded
1751,876,HVRT,swell_1ph,1.1,very_weak,2.0,20.5499,0.392474,308150.0,132102.7,0.9191,0.015189,1.0451,2.0,2.5602,0.4696,20260609,6.0,1.0,expanded
1752,876,HVRT,swell_1ph,1.1,very_weak,2.0,20.5499,0.392474,353596.6,160834.9,0.9103,0.023066,1.0233,2.0,2.5464,0.4993,20260609,6.0,1.0,expanded
1753,877,HVRT,swell_1ph,1.1,weak,3.0,46.225,0.220708,351681.3,216675.0,0.8514,0.029174,0.5491,2.0,2.0782,0.0663,20260609,1.5,0.5,expanded
1754,877,HVRT,swell_1ph,1.1,weak,3.0,46.225,0.220708,284325.2,147782.7,0.8873,0.015289,0.5476,2.0,2.0628,0.0819,20260609,1.5,0.5,expanded
1755,878,HVRT,swell_1ph,1.1,weak,3.0,46.225,0.220708,331047.7,165829.1,0.8941,0.024199,0.9735,2.0,2.4977,0.4302,20260609,1.5,1.0,expanded
1756,878,HVRT,swell_1ph,1.1,weak,3.0,46.225,0.220708,354535.2,185278.9,0.8863,0.019193,1.0037,2.0,2.5229,0.3769,20260609,1.5,1.0,expanded
1757,879,HVRT,swell_1ph,1.1,weak,3.0,26.3523,0.251646,281794.1,166046.3,0.8616,0.025222,0.5289,2.0,2.0541,0.7764,20260609,3.0,0.5,expanded
1758,879,HVRT,swell_1ph,1.1,weak,3.0,26.3523,0.251646,337631.4,128554.0,0.9345,0.027364,0.5189,2.0,2.0463,0.4715,20260609,3.0,0.5,expanded
1759,880,HVRT,swell_1ph,1.1,weak,3.0,26.3523,0.251646,324270.7,200545.8,0.8505,0.029572,1.0246,2.0,2.5542,0.584,20260609,3.0,1.0,expanded
1760,880,HVRT,swell_1ph,1.1,weak,3.0,26.3523,0.251646,345429.5,150945.4,0.9163,0.029593,0.9919,2.0,2.5215,0.729,20260609,3.0,1.0,expanded
1761,881,HVRT,swell_1ph,1.1,weak,3.0,13.6999,0.261649,334449.0,150015.4,0.9124,0.017091,0.542,2.0,2.0591,0.6778,20260609,6.0,0.5,expanded
1762,881,HVRT,swell_1ph,1.1,weak,3.0,13.6999,0.261649,325264.8,175931.5,0.8796,0.027505,0.4754,2.0,2.0029,0.6805,20260609,6.0,0.5,expanded
1763,882,HVRT,swell_1ph,1.1,weak,3.0,13.6999,0.261649,283811.6,159757.7,0.8714,0.021818,1.0116,2.0,2.5334,0.1576,20260609,6.0,1.0,expanded
